customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_1150,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,103.06,5173.14,No
ID_1151,Male,0,No,No,51,Yes,No,No,No internet service,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,29.99,1492.02,No
ID_1152,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),105.81,2299.01,Yes
ID_1153,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.26,4692.13,Yes
ID_1154,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),117.51,2927.87,Yes
ID_1155,Male,0,Yes,No,21,Yes,Yes,DSL,No,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,107.56,1389.49,Yes
ID_1156,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,54.16,3742.12,No
ID_1157,Male,1,No,No,28,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,82.76,796.06,No
ID_1158,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.3,5047.93,Yes
ID_1159,Female,0,Yes,No,70,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Electronic check,112.85,1269.95,No
ID_1160,Female,0,No,Yes,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.64,6334.92,Yes
ID_1161,Male,1,Yes,Yes,42,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),62.59,4759.9,Yes
ID_1162,Female,0,No,No,22,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Bank transfer (automatic),76.66,700.53,Yes
ID_1163,Female,1,No,No,38,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),18.86,1949.5,Yes
ID_1164,Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),32.95,3738.29,No
ID_1165,Female,1,Yes,No,26,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,83.3,3437.32,Yes
ID_1166,Male,1,Yes,No,40,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,65.71,7173.39,Yes
ID_1167,Female,0,Yes,Yes,54,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Two year,No,Electronic check,44.23,5458.93,Yes
ID_1168,Male,0,No,No,13,Yes,Yes,No,No internet service,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,37.28,7703.34,Yes
ID_1169,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.16,4796.61,No
ID_1170,Female,0,No,No,42,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.21,2745.51,Yes
ID_1171,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),47.24,294.34,No
ID_1172,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,52.63,1848.96,No
ID_1173,Male,0,No,Yes,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),94.89,2248.91,Yes
ID_1174,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,55.9,808.35,Yes
ID_1175,Male,0,Yes,Yes,15,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Mailed check,57.74,4612.12,No
ID_1176,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,Yes,Mailed check,70.1,5546.4,Yes
ID_1177,Female,0,No,No,53,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,No,Electronic check,24.28,455.78,No
ID_1178,Male,0,Yes,No,45,No,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.67,3010.42,No
ID_1179,Male,0,No,No,38,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,27.3,256.34,Yes
ID_1180,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,107.32,6334.2,Yes
ID_1181,Female,1,Yes,Yes,24,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),72.69,4344.43,No
ID_1182,Female,0,No,No,17,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),112.88,6016.02,No
ID_1183,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Electronic check,58.69,5383.05,No
ID_1184,Female,0,No,Yes,42,No,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,Two year,Yes,Electronic check,117.08,7421.09,Yes
ID_1185,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No internet service,One year,No,Mailed check,79.53,7626.49,No
ID_1186,Female,1,Yes,Yes,16,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,30.65,4866.93,No
ID_1187,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.8,4024.0,Yes
ID_1188,Male,0,No,Yes,36,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),23.51,8607.65,No
ID_1189,Female,0,No,Yes,39,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,62.48,1691.38,No
ID_1190,Male,0,No,Yes,25,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),85.9,5559.88,Yes
ID_1191,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,31.8,5391.96,No
ID_1192,Male,1,Yes,Yes,21,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),34.75,8311.36,No
ID_1193,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.86,835.87,Yes
ID_1194,Female,0,No,Yes,59,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,45.61,8231.56,Yes
ID_1195,Male,0,Yes,Yes,30,Yes,No phone service,No,No internet service,No,No,Yes,No,No,One year,No,Electronic check,104.1,6640.74,Yes
ID_1196,Female,1,Yes,Yes,57,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),79.98,1137.56,No
ID_1197,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,73.2,1711.19,Yes
ID_1198,Male,0,No,No,53,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,57.95,2405.65,No
ID_1199,Male,0,No,No,16,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,114.62,5886.57,Yes
ID_1200,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.01,6505.42,Yes
ID_1201,Female,0,No,Yes,5,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),26.11,6406.38,No
ID_1202,Female,1,No,Yes,60,Yes,Yes,No,No,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),59.28,5673.78,No
ID_1203,Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,30.59,1180.89,Yes
ID_1204,Male,0,No,No,55,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.08,390.78,Yes
ID_1205,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,43.37,2421.91,Yes
ID_1206,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),19.89,5223.44,No
ID_1207,Female,0,No,No,42,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),118.18,3079.23,No
ID_1208,Male,0,Yes,No,69,Yes,No phone service,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,65.69,7383.34,No
ID_1209,Male,0,Yes,Yes,24,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),21.76,7134.6,Yes
ID_1210,Male,1,No,Yes,71,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.97,1907.4,No
ID_1211,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),45.69,5730.42,No
ID_1212,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,91.23,7214.12,No
ID_1213,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Credit card (automatic),19.02,7818.44,Yes
ID_1214,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.01,3723.11,Yes
ID_1215,Male,0,Yes,No,15,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),53.81,7881.62,No
ID_1216,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),58.12,6438.19,Yes
ID_1217,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),67.27,2588.97,Yes
ID_1218,Male,0,No,No,30,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,53.75,2977.82,No
ID_1219,Male,0,No,No,53,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,58.32,1222.55,Yes
ID_1220,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),66.97,3304.46,Yes
ID_1221,Female,1,No,Yes,61,No,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.95,3174.28,Yes
ID_1222,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.2,5429.08,Yes
ID_1223,Male,0,No,No,68,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,61.5,2677.78,Yes
ID_1224,Male,0,Yes,No,55,No,No,DSL,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,23.06,3666.53,Yes
ID_1225,Female,0,Yes,No,71,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.3,1158.65,No
ID_1226,Male,0,No,No,42,Yes,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.34,6356.32,Yes
ID_1227,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),114.58,371.72,Yes
ID_1228,Female,0,No,Yes,35,Yes,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),56.8,6505.57,No
ID_1229,Male,0,No,No,45,Yes,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),114.93,1562.05,No
ID_1230,Male,0,Yes,Yes,29,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,51.24,8520.32,No
ID_1231,Female,0,No,Yes,70,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),113.94,8588.01,Yes
ID_1232,Male,1,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,79.49,8632.17,Yes
ID_1233,Male,0,No,No,57,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.14,131.78,Yes
ID_1234,Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),26.11,1898.9,No
ID_1235,Female,0,No,Yes,22,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),116.72,4815.83,Yes
ID_1236,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,48.93,6379.75,No
ID_1237,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),19.66,7087.8,Yes
ID_1238,Male,0,No,No,49,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.11,1192.4,No
ID_1239,Male,0,No,No,24,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),71.5,7434.74,No
ID_1240,Male,0,No,No,27,Yes,No phone service,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,41.22,6076.06,Yes
ID_1241,Female,0,No,Yes,36,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.04,2530.61,Yes
ID_1242,Male,0,Yes,Yes,17,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,107.13,91.39,Yes
ID_1243,Male,1,No,No,56,Yes,Yes,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Mailed check,54.69,7933.09,No
ID_1244,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.17,1736.44,Yes
ID_1245,Female,1,No,Yes,54,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,91.11,3177.84,Yes
ID_1246,Female,0,Yes,No,38,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,65.82,7386.01,No
ID_1247,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),44.34,5766.68,Yes
ID_1248,Female,1,Yes,Yes,50,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),94.41,1167.52,No
ID_1249,Female,0,No,No,61,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),23.36,8505.44,Yes
ID_1250,Male,1,No,Yes,21,No,No,No,No,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),26.55,2786.69,No
ID_1251,Female,0,Yes,No,36,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,30.01,5173.05,Yes
ID_1252,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.21,5462.19,No
ID_1253,Female,1,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.22,4938.04,Yes
ID_1254,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),50.19,5040.5,No
ID_1255,Female,1,Yes,No,64,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),28.04,2121.23,Yes
ID_1256,Female,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,60.55,8338.08,No
ID_1257,Male,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,66.83,4244.34,No
ID_1258,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),106.9,1234.95,Yes
ID_1259,Male,0,Yes,No,25,Yes,No,No,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,111.63,7380.85,No
ID_1260,Male,0,No,Yes,5,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),51.71,1293.76,Yes
ID_1261,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),114.88,7493.32,Yes
ID_1262,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,66.04,4872.99,No
ID_1263,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,One year,No,Electronic check,102.72,399.28,Yes
ID_1264,Female,0,No,Yes,46,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,18.89,1082.15,No
ID_1265,Male,1,Yes,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,26.54,8195.31,Yes
ID_1266,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,60.93,1127.52,Yes
ID_1267,Female,0,Yes,No,58,No,Yes,No,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),58.0,5103.26,No
ID_1268,Male,0,No,Yes,25,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),64.74,2738.86,No
ID_1269,Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),44.84,6927.88,Yes
ID_1270,Female,0,No,No,16,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.07,6902.58,Yes
ID_1271,Female,0,No,No,60,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.53,6929.1,No
ID_1272,Male,1,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,31.8,1817.49,No
ID_1273,Male,0,No,No,44,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,73.2,6181.89,No
ID_1274,Male,0,Yes,No,58,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),42.04,810.18,No
ID_1275,Female,1,Yes,No,32,Yes,Yes,No,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Electronic check,107.34,682.73,Yes
ID_1276,Male,1,No,Yes,63,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,109.56,3562.11,Yes
ID_1277,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),89.74,5194.72,Yes
ID_1278,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,35.02,2732.38,Yes
ID_1279,Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),113.93,2664.58,Yes
ID_1280,Female,0,Yes,Yes,50,No,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),92.58,667.24,Yes
ID_1281,Male,0,No,Yes,27,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,28.56,1717.26,Yes
ID_1282,Male,0,Yes,No,26,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,76.62,5306.3,Yes
ID_1283,Male,1,No,Yes,3,Yes,No,No,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),80.39,5921.54,Yes
ID_1284,Male,0,No,No,39,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.76,7883.51,No
ID_1285,Female,0,No,No,65,No,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),72.03,3266.52,Yes
ID_1286,Female,0,Yes,No,35,Yes,No,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.24,2067.91,No
ID_1287,Female,0,No,No,53,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,37.97,6251.72,Yes
ID_1288,Female,0,No,No,46,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.95,5854.59,No
ID_1289,Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,95.79,2404.74,Yes
ID_1290,Male,0,No,No,22,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.13,6681.61,Yes
ID_1291,Male,0,Yes,No,60,No,No,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.03,1759.76,Yes
ID_1292,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),48.29,3033.3,Yes
ID_1293,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,50.74,2143.82,Yes
ID_1294,Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,31.28,5646.45,Yes
ID_1295,Female,0,No,No,43,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,111.57,4279.88,Yes
ID_1296,Male,0,No,Yes,34,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,84.19,6379.31,No
ID_1297,Male,1,No,Yes,31,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,45.26,950.79,Yes
ID_1298,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,89.88,2243.71,No
ID_1299,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,103.93,4222.73,Yes
ID_1300,Male,1,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.69,510.55,Yes
ID_1301,Female,1,No,Yes,5,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.27,6356.0,Yes
ID_1302,Male,0,No,No,46,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,40.16,2462.99,No
ID_1303,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.01,5251.24,Yes
ID_1304,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),58.66,7830.05,Yes
ID_1305,Male,0,No,No,59,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Electronic check,111.29,2213.3,No
ID_1306,Female,0,Yes,No,20,Yes,Yes,No,No,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),38.3,6490.33,No
ID_1307,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.54,5508.55,No
ID_1308,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,19.25,1575.92,Yes
ID_1309,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Mailed check,103.06,6375.74,Yes
ID_1310,Male,0,Yes,No,39,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),80.7,549.71,Yes
ID_1311,Female,0,Yes,Yes,36,No,Yes,No,No,No,Yes,No,No,No,Two year,Yes,Electronic check,50.46,4515.15,No
ID_1312,Male,0,No,No,58,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),31.11,1048.95,No
ID_1313,Male,0,Yes,No,15,No,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),81.58,5967.97,Yes
ID_1314,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,72.17,2654.53,Yes
ID_1315,Female,0,Yes,No,9,Yes,Yes,No,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,117.1,7002.58,Yes
ID_1316,Female,0,No,No,23,Yes,No,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,65.42,4260.8,Yes
ID_1317,Female,1,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),34.14,716.66,Yes
ID_1318,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),103.42,5201.09,No
ID_1319,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Electronic check,108.16,131.76,No
ID_1320,Female,1,No,Yes,18,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.59,2565.0,No
ID_1321,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,101.36,2349.16,Yes
ID_1322,Male,0,No,No,65,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,44.51,8516.13,Yes
ID_1323,Female,1,Yes,Yes,69,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,72.35,2131.94,No
ID_1324,Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,77.86,5883.25,No
